"years_covered","first_year","last_year","time_depth","fid","within_quebec","geom"
76,1876,2020,145,855385,True,"MULTIPOLYGON(((-72.13845510657382 45.17424592827279,-72.58761274863357 45.35676185632765,-72.58761274863357 45.72003337687708,-72.13845510657382 45.90078910917727,-71.68929746451406 45.72003337687708,-71.68929746451406 45.35676185632765,-72.13845510657382 45.17424592827279)))"
70,1934,2020,87,855386,True,"MULTIPOLYGON(((-72.13845510657382 46.2605410411582,-72.58761274863357 46.43953751872483,-72.58761274863357 46.795772360332826,-72.13845510657382 46.97301113617428,-71.68929746451406 46.795772360332826,-71.68929746451406 46.43953751872483,-72.13845510657382 46.2605410411582)))"
48,1900,2020,121,855387,True,"MULTIPOLYGON(((-72.13845510657382 47.32573259083572,-72.58761274863357 47.50121581120846,-72.58761274863357 47.850428750131066,-72.13845510657382 48.024159135835944,-71.68929746451406 47.850428750131066,-71.68929746451406 47.50121581120846,-72.13845510657382 47.32573259083572)))"
58,1911,2020,110,855388,True,"MULTIPOLYGON(((-72.13845510657382 48.3698695606592,-72.58761274863357 48.54185038840175,-72.58761274863357 48.884065394003045,-72.13845510657382 49.0543004778452,-71.68929746451406 48.884065394003045,-71.68929746451406 48.54185038840175,-72.13845510657382 48.3698695606592)))"
35,1975,2020,46,855389,True,"MULTIPOLYGON(((-72.13845510657382 49.3930282153543,-72.58761274863357 49.56152188828269,-72.58761274863357 49.89677152835408,-72.13845510657382 50.06352862398913,-71.68929746451406 49.89677152835408,-71.68929746451406 49.56152188828269,-72.13845510657382 49.3930282153543)))"
33,1971,2019,49,855390,True,"MULTIPOLYGON(((-72.13845510657382 50.39531032037834,-72.58761274863357 50.56033615484632,-72.58761274863357 50.88866100833348,-72.13845510657382 51.05196136232246,-71.68929746451406 50.88866100833348,-71.68929746451406 50.56033615484632,-72.13845510657382 50.39531032037834)))"
16,1971,2015,45,855391,True,"MULTIPOLYGON(((-72.13845510657382 51.37684138502317,-72.58761274863357 51.538422486042094,-72.58761274863357 51.85987056614272,-72.13845510657382 52.01973907100145,-71.68929746451406 51.85987056614272,-71.68929746451406 51.538422486042094,-72.13845510657382 51.37684138502317)))"
11,1979,2019,41,855392,True,"MULTIPOLYGON(((-72.13845510657382 52.33776893795314,-72.58761274863357 52.49593191547987,-72.58761274863357 52.81055810568268,-72.13845510657382 52.96702301969378,-71.68929746451406 52.81055810568268,-71.68929746451406 52.49593191547987,-72.13845510657382 52.33776893795314)))"
2,1979,1997,19,855393,True,"MULTIPOLYGON(((-72.13845510657382 53.27826084269948,-72.58761274863357 53.43303553523545,-72.58761274863357 53.74090104049521,-72.13845510657382 53.89399371533502,-71.68929746451406 53.74090104049521,-71.68929746451406 53.43303553523545,-72.13845510657382 53.27826084269948)))"
7,1979,2016,38,855394,True,"MULTIPOLYGON(((-72.13845510657382 54.19850365951542,-72.58761274863357 54.34992286598044,-72.58761274863357 54.65109468086872,-72.13845510657382 54.80084929792614,-71.68929746451406 54.65109468086872,-71.68929746451406 54.34992286598044,-72.13845510657382 54.19850365951542)))"
5,1979,1997,19,855395,True,"MULTIPOLYGON(((-72.13845510657382 55.098701058943526,-72.58761274863357 55.24680027961811,-72.58761274863357 55.54135067495744,-72.13845510657382 55.68780399105903,-71.68929746451406 55.54135067495744,-71.68929746451406 55.24680027961811,-72.13845510657382 55.098701058943526)))"
5,1994,2017,24,855396,True,"MULTIPOLYGON(((-72.13845510657382 55.9790722914612,-72.58761274863357 56.123889478634865,-72.58761274863357 56.41189550781593,-72.13845510657382 56.55508661092018,-71.68929746451406 56.41189550781593,-71.68929746451406 56.123889478634865,-72.13845510657382 55.9790722914612)))"
2,1993,1994,2,855397,True,"MULTIPOLYGON(((-72.13845510657382 56.839850716659654,-72.58761274863357 56.98142603547739,-72.58761274863357 57.26296906137591,-72.13845510657382 57.40293913666191,-71.68929746451406 57.26296906137591,-71.68929746451406 56.98142603547739,-72.13845510657382 56.839850716659654)))"
3,1998,2017,20,855398,True,"MULTIPOLYGON(((-72.13845510657382 57.681282394574936,-72.58761274863357 57.81965799444261,-72.58761274863357 58.09482323759508,-72.13845510657382 58.23161534424471,-71.68929746451406 58.09482323759508,-71.68929746451406 57.81965799444261,-72.13845510657382 57.681282394574936)))"
1,1942,1942,1,855399,True,"MULTIPOLYGON(((-72.13845510657382 58.503624741029995,-72.58761274863357 58.63884453781967,-72.58761274863357 58.90772064628476,-72.13845510657382 59.04137950514466,-71.68929746451406 58.90772064628476,-71.68929746451406 58.63884453781967,-72.13845510657382 58.503624741029995)))"
1,2019,2019,1,855401,True,"MULTIPOLYGON(((-72.13845510657382 60.09212027069717,-72.58761274863357 60.22116625148502,-72.58761274863357 60.47774172561073,-72.13845510657382 60.605273902188486,-71.68929746451406 60.47774172561073,-71.68929746451406 60.22116625148502,-72.13845510657382 60.09212027069717)))"
2,1899,2011,113,855402,True,"MULTIPOLYGON(((-72.13845510657382 60.85883387799965,-72.58761274863357 60.98486438834694,-72.58761274863357 61.23543326433037,-72.13845510657382 61.359974366647215,-71.68929746451406 61.23543326433037,-71.68929746451406 60.98486438834694,-72.13845510657382 60.85883387799965)))"
7,1899,2018,120,855403,True,"MULTIPOLYGON(((-72.13845510657382 61.607576771439966,-72.58761274863357 61.73064083392938,-72.58761274863357 61.97530160621213,-72.13845510657382 62.096901097190106,-71.68929746451406 61.97530160621213,-71.68929746451406 61.73064083392938,-72.13845510657382 61.607576771439966)))"
57,1921,2020,100,855404,True,"MULTIPOLYGON(((-71.68929746451406 44.62317712958087,-72.13845510657382 44.80745356368022,-72.13845510657382 45.17424592827279,-71.68929746451406 45.35676185632765,-71.2401398224543 45.17424592827279,-71.2401398224543 44.80745356368022,-71.68929746451406 44.62317712958087)))"
56,1917,2020,104,855405,True,"MULTIPOLYGON(((-71.68929746451406 45.72003337687708,-72.13845510657382 45.90078910917727,-72.13845510657382 46.2605410411582,-71.68929746451406 46.43953751872483,-71.2401398224543 46.2605410411582,-71.2401398224543 45.90078910917727,-71.68929746451406 45.72003337687708)))"
72,1938,2020,83,855406,True,"MULTIPOLYGON(((-71.68929746451406 46.795772360332826,-72.13845510657382 46.97301113617428,-72.13845510657382 47.32573259083572,-71.68929746451406 47.50121581120846,-71.2401398224543 47.32573259083572,-71.2401398224543 46.97301113617428,-71.68929746451406 46.795772360332826)))"
58,1890,2020,131,855407,True,"MULTIPOLYGON(((-71.68929746451406 47.850428750131066,-72.13845510657382 48.024159135835944,-72.13845510657382 48.3698695606592,-71.68929746451406 48.54185038840175,-71.2401398224543 48.3698695606592,-71.2401398224543 48.024159135835944,-71.68929746451406 47.850428750131066)))"
37,1975,2020,46,855408,True,"MULTIPOLYGON(((-71.68929746451406 48.884065394003045,-72.13845510657382 49.0543004778452,-72.13845510657382 49.3930282153543,-71.68929746451406 49.56152188828269,-71.2401398224543 49.3930282153543,-71.2401398224543 49.0543004778452,-71.68929746451406 48.884065394003045)))"
31,1975,2019,45,855409,True,"MULTIPOLYGON(((-71.68929746451406 49.89677152835408,-72.13845510657382 50.06352862398913,-72.13845510657382 50.39531032037834,-71.68929746451406 50.56033615484632,-71.2401398224543 50.39531032037834,-71.2401398224543 50.06352862398913,-71.68929746451406 49.89677152835408)))"
31,1972,2020,49,855410,True,"MULTIPOLYGON(((-71.68929746451406 50.88866100833348,-72.13845510657382 51.05196136232246,-72.13845510657382 51.37684138502317,-71.68929746451406 51.538422486042094,-71.2401398224543 51.37684138502317,-71.2401398224543 51.05196136232246,-71.68929746451406 50.88866100833348)))"
7,1979,2018,40,855411,True,"MULTIPOLYGON(((-71.68929746451406 51.85987056614272,-72.13845510657382 52.01973907100145,-72.13845510657382 52.33776893795314,-71.68929746451406 52.49593191547987,-71.2401398224543 52.33776893795314,-71.2401398224543 52.01973907100145,-71.68929746451406 51.85987056614272)))"
3,1979,1995,17,855412,True,"MULTIPOLYGON(((-71.68929746451406 52.81055810568268,-72.13845510657382 52.96702301969378,-72.13845510657382 53.27826084269948,-71.68929746451406 53.43303553523545,-71.2401398224543 53.27826084269948,-71.2401398224543 52.96702301969378,-71.68929746451406 52.81055810568268)))"
6,1979,2016,38,855413,True,"MULTIPOLYGON(((-71.68929746451406 53.74090104049521,-72.13845510657382 53.89399371533502,-72.13845510657382 54.19850365951542,-71.68929746451406 54.34992286598044,-71.2401398224543 54.19850365951542,-71.2401398224543 53.89399371533502,-71.68929746451406 53.74090104049521)))"
1,1979,1979,1,855414,True,"MULTIPOLYGON(((-71.68929746451406 54.65109468086872,-72.13845510657382 54.80084929792614,-72.13845510657382 55.098701058943526,-71.68929746451406 55.24680027961811,-71.2401398224543 55.098701058943526,-71.2401398224543 54.80084929792614,-71.68929746451406 54.65109468086872)))"
6,1993,2016,24,855415,True,"MULTIPOLYGON(((-71.68929746451406 55.54135067495744,-72.13845510657382 55.68780399105903,-72.13845510657382 55.9790722914612,-71.68929746451406 56.123889478634865,-71.2401398224543 55.9790722914612,-71.2401398224543 55.68780399105903,-71.68929746451406 55.54135067495744)))"
3,1994,2001,8,855416,True,"MULTIPOLYGON(((-71.68929746451406 56.41189550781593,-72.13845510657382 56.55508661092018,-72.13845510657382 56.839850716659654,-71.68929746451406 56.98142603547739,-71.2401398224543 56.839850716659654,-71.2401398224543 56.55508661092018,-71.68929746451406 56.41189550781593)))"
6,1994,2019,26,855417,True,"MULTIPOLYGON(((-71.68929746451406 57.26296906137591,-72.13845510657382 57.40293913666191,-72.13845510657382 57.681282394574936,-71.68929746451406 57.81965799444261,-71.2401398224543 57.681282394574936,-71.2401398224543 57.40293913666191,-71.68929746451406 57.26296906137591)))"
3,2004,2017,14,855418,True,"MULTIPOLYGON(((-71.68929746451406 58.09482323759508,-72.13845510657382 58.23161534424471,-72.13845510657382 58.503624741029995,-71.68929746451406 58.63884453781967,-71.2401398224543 58.503624741029995,-71.2401398224543 58.23161534424471,-71.68929746451406 58.09482323759508)))"
1,2019,2019,1,855420,True,"MULTIPOLYGON(((-71.68929746451406 59.70193335847631,-72.13845510657382 59.83250515068524,-72.13845510657382 60.09212027069717,-71.68929746451406 60.22116625148502,-71.2401398224543 60.09212027069717,-71.2401398224543 59.83250515068524,-71.68929746451406 59.70193335847631)))"
2,1899,2011,113,855421,True,"MULTIPOLYGON(((-71.68929746451406 60.47774172561073,-72.13845510657382 60.605273902188486,-72.13845510657382 60.85883387799965,-71.68929746451406 60.98486438834694,-71.2401398224543 60.85883387799965,-71.2401398224543 60.605273902188486,-71.68929746451406 60.47774172561073)))"
15,1885,2019,135,855422,True,"MULTIPOLYGON(((-71.68929746451406 61.23543326433037,-72.13845510657382 61.359974366647215,-72.13845510657382 61.607576771439966,-71.68929746451406 61.73064083392938,-71.2401398224543 61.607576771439966,-71.2401398224543 61.359974366647215,-71.68929746451406 61.23543326433037)))"
60,1940,2020,81,855423,True,"MULTIPOLYGON(((-71.2401398224543 45.17424592827279,-71.68929746451406 45.35676185632765,-71.68929746451406 45.72003337687708,-71.2401398224543 45.90078910917727,-70.79098218039454 45.72003337687708,-70.79098218039454 45.35676185632765,-71.2401398224543 45.17424592827279)))"
116,1836,2020,185,855424,True,"MULTIPOLYGON(((-71.2401398224543 46.2605410411582,-71.68929746451406 46.43953751872483,-71.68929746451406 46.795772360332826,-71.2401398224543 46.97301113617428,-70.79098218039454 46.795772360332826,-70.79098218039454 46.43953751872483,-71.2401398224543 46.2605410411582)))"
57,1940,2020,81,855425,True,"MULTIPOLYGON(((-71.2401398224543 47.32573259083572,-71.68929746451406 47.50121581120846,-71.68929746451406 47.850428750131066,-71.2401398224543 48.024159135835944,-70.79098218039454 47.850428750131066,-70.79098218039454 47.50121581120846,-71.2401398224543 47.32573259083572)))"
63,1922,2020,99,855426,True,"MULTIPOLYGON(((-71.2401398224543 48.3698695606592,-71.68929746451406 48.54185038840175,-71.68929746451406 48.884065394003045,-71.2401398224543 49.0543004778452,-70.79098218039454 48.884065394003045,-70.79098218039454 48.54185038840175,-71.2401398224543 48.3698695606592)))"
39,1971,2020,50,855427,True,"MULTIPOLYGON(((-71.2401398224543 49.3930282153543,-71.68929746451406 49.56152188828269,-71.68929746451406 49.89677152835408,-71.2401398224543 50.06352862398913,-70.79098218039454 49.89677152835408,-70.79098218039454 49.56152188828269,-71.2401398224543 49.3930282153543)))"
33,1975,2019,45,855428,True,"MULTIPOLYGON(((-71.2401398224543 50.39531032037834,-71.68929746451406 50.56033615484632,-71.68929746451406 50.88866100833348,-71.2401398224543 51.05196136232246,-70.79098218039454 50.88866100833348,-70.79098218039454 50.56033615484632,-71.2401398224543 50.39531032037834)))"
25,1972,2014,43,855429,True,"MULTIPOLYGON(((-71.2401398224543 51.37684138502317,-71.68929746451406 51.538422486042094,-71.68929746451406 51.85987056614272,-71.2401398224543 52.01973907100145,-70.79098218039454 51.85987056614272,-70.79098218039454 51.538422486042094,-71.2401398224543 51.37684138502317)))"
2,1979,2019,41,855430,True,"MULTIPOLYGON(((-71.2401398224543 52.33776893795314,-71.68929746451406 52.49593191547987,-71.68929746451406 52.81055810568268,-71.2401398224543 52.96702301969378,-70.79098218039454 52.81055810568268,-70.79098218039454 52.49593191547987,-71.2401398224543 52.33776893795314)))"
1,1979,1979,1,855431,True,"MULTIPOLYGON(((-71.2401398224543 53.27826084269948,-71.68929746451406 53.43303553523545,-71.68929746451406 53.74090104049521,-71.2401398224543 53.89399371533502,-70.79098218039454 53.74090104049521,-70.79098218039454 53.43303553523545,-71.2401398224543 53.27826084269948)))"
5,1979,2016,38,855432,True,"MULTIPOLYGON(((-71.2401398224543 54.19850365951542,-71.68929746451406 54.34992286598044,-71.68929746451406 54.65109468086872,-71.2401398224543 54.80084929792614,-70.79098218039454 54.65109468086872,-70.79098218039454 54.34992286598044,-71.2401398224543 54.19850365951542)))"
4,1994,1997,4,855433,True,"MULTIPOLYGON(((-71.2401398224543 55.098701058943526,-71.68929746451406 55.24680027961811,-71.68929746451406 55.54135067495744,-71.2401398224543 55.68780399105903,-70.79098218039454 55.54135067495744,-70.79098218039454 55.24680027961811,-71.2401398224543 55.098701058943526)))"
13,1991,2016,26,855434,True,"MULTIPOLYGON(((-71.2401398224543 55.9790722914612,-71.68929746451406 56.123889478634865,-71.68929746451406 56.41189550781593,-71.2401398224543 56.55508661092018,-70.79098218039454 56.41189550781593,-70.79098218039454 56.123889478634865,-71.2401398224543 55.9790722914612)))"
3,1994,2005,12,855435,True,"MULTIPOLYGON(((-71.2401398224543 56.839850716659654,-71.68929746451406 56.98142603547739,-71.68929746451406 57.26296906137591,-71.2401398224543 57.40293913666191,-70.79098218039454 57.26296906137591,-70.79098218039454 56.98142603547739,-71.2401398224543 56.839850716659654)))"
7,1993,2019,27,855436,True,"MULTIPOLYGON(((-71.2401398224543 57.681282394574936,-71.68929746451406 57.81965799444261,-71.68929746451406 58.09482323759508,-71.2401398224543 58.23161534424471,-70.79098218039454 58.09482323759508,-70.79098218039454 57.81965799444261,-71.2401398224543 57.681282394574936)))"
3,2004,2009,6,855437,True,"MULTIPOLYGON(((-71.2401398224543 58.503624741029995,-71.68929746451406 58.63884453781967,-71.68929746451406 58.90772064628476,-71.2401398224543 59.04137950514466,-70.79098218039454 58.90772064628476,-70.79098218039454 58.63884453781967,-71.2401398224543 58.503624741029995)))"
3,1899,2019,121,855439,True,"MULTIPOLYGON(((-71.2401398224543 60.09212027069717,-71.68929746451406 60.22116625148502,-71.68929746451406 60.47774172561073,-71.2401398224543 60.605273902188486,-70.79098218039454 60.47774172561073,-70.79098218039454 60.22116625148502,-71.2401398224543 60.09212027069717)))"
4,1899,2018,120,855440,True,"MULTIPOLYGON(((-71.2401398224543 60.85883387799965,-71.68929746451406 60.98486438834694,-71.68929746451406 61.23543326433037,-71.2401398224543 61.359974366647215,-70.79098218039454 61.23543326433037,-70.79098218039454 60.98486438834694,-71.2401398224543 60.85883387799965)))"
32,1988,2020,33,855441,True,"MULTIPOLYGON(((-70.79098218039454 44.62317712958087,-71.2401398224543 44.80745356368022,-71.2401398224543 45.17424592827279,-70.79098218039454 45.35676185632765,-70.34182453833476 45.17424592827279,-70.34182453833476 44.80745356368022,-70.79098218039454 44.62317712958087)))"
